Run,Well,Sample,Day,Temp.,Sample_ID,Gene,5 ng,1 ng,1ng_log10,Replicate,Sample,SampleID,SampleID2,Order,DNA_ng_per_gsoilDM_serial,B_no_gc_per_g_soil,B_no_gc_per_g_soil_log10
A1,D11,S2,21,20,4779,Bacteria,4369453,873891,5.94,3,S2,A2,D21A2,D21A2,17207.98,15037894754,10.18
A1,D12,S2,21,20,4779,Bacteria,4675873,935175,5.97,4,S2,A2,D21A2,D21A2,17207.98,16092468313,10.21
A2,E10,S20,21,20,6177,Bacteria,9,2,0.24,1,S20,A20,D21A20,D21A20,22465.87,44931.74763,4.65
A2,F10,S20,21,20,6177,Bacteria,5182020,1036404,6.02,2,S20,A20,D21A20,D21A20,22465.87,23283721483,10.37
A2,F20,S20,21,20,6177,Bacteria,8359343,1671869,6.22,3,S20,A20,D21A20,D21A20,22465.87,37559997985,10.57
A1,E11,S3,21,20,2318,Bacteria,5059616,1011923,6.01,1,S3,A3,D21A3,D21A3,21274.55,21528204603,10.33
A1,E12,S3,21,20,2318,Bacteria,5075763,1015153,6.01,2,S3,A3,D21A3,D21A3,21274.55,21596921393,10.33
A1,F11,S3,21,20,2318,Bacteria,4883850,976770,5.99,3,S3,A3,D21A3,D21A3,21274.55,20780340411,10.32
A1,F12,S3,21,20,2318,Bacteria,4896175,979235,5.99,4,S3,A3,D21A3,D21A3,21274.55,20832782172,10.32
A1,G11,S4,21,20,3919,Bacteria,2900920,580184,5.76,1,S4,A4,D21A4,D21A4,37132.81,21543862339,10.33
A1,G12,S4,21,20,3919,Bacteria,3011923,602385,5.78,2,S4,A4,D21A4,D21A4,37132.81,22368247857,10.35
A1,H11,S4,21,20,3919,Bacteria,2562988,512598,5.71,3,S4,A4,D21A4,D21A4,37132.81,19034204230,10.28
A1,H12,S4,21,20,3919,Bacteria,2859620,571924,5.76,4,S4,A4,D21A4,D21A4,37132.81,21237145327,10.33
A1,I11,S5,21,20,2512,Bacteria,3219167,643833,5.81,1,S5,A5,D21A5,D21A5,32622.77,21003613160,10.32
A1,I12,S5,21,20,2512,Bacteria,3011003,602201,5.78,2,S5,A5,D21A5,D21A5,32622.77,19645462175,10.29
A1,J11,S5,21,20,2512,Bacteria,2782426,556485,5.75,3,S5,A5,D21A5,D21A5,32622.77,18154079815,10.26
A1,J12,S5,21,20,2512,Bacteria,3286868,657374,5.82,4,S5,A5,D21A5,D21A5,32622.77,21445358032,10.33
A2,I08,S6,21,20,116,Bacteria,5561522,1112304,6.05,1,S6,A6,D21A6,D21A6,27476.69,30562434520,10.49
A2,J08,S6,21,20,116,Bacteria,5673134,1134627,6.05,2,S6,A6,D21A6,D21A6,27476.69,31175796718,10.49
A2,J19,S6,21,20,116,Bacteria,27936,5587,3.75,3,S6,A6,D21A6,D21A6,27476.69,153512278.7,8.19
A2,K08,S7,21,20,124,Bacteria,5543501,1108700,6.04,1,S7,A7,D21A7,D21A7,10643.24,11800163236,10.07
A2,L08,S7,21,20,124,Bacteria,3592931,718586,5.86,2,S7,A7,D21A7,D21A7,10643.24,7648085234,9.88
A2,L19,S7,21,20,124,Bacteria,2836,567,2.75,3,S7,A7,D21A7,D21A7,10643.24,6034718.639,6.78
A2,M08,S8,21,20,353,Bacteria,7117320,1423464,6.15,1,S8,A8,D21A8,D21A8,8251.49,11745701212,10.07
A2,N08,S8,21,20,353,Bacteria,17845849,3569170,6.55,2,S8,A8,D21A8,D21A8,8251.49,29450976208,10.47
A2,N19,S8,21,20,353,Bacteria,5555678,1111136,6.05,3,S8,A8,D21A8,D21A8,8251.49,9168529350,9.96
A2,O08,S9,21,20,6023,Bacteria,5991215,1198243,6.08,1,S9,A9,D21A9,D21A9,10475.96,12552743101,10.1
A2,P08,S9,21,20,6023,Bacteria,3355669,671134,5.83,2,S9,A9,D21A9,D21A9,10475.96,7030771462,9.85
A2,P19,S9,21,20,6023,Bacteria,6960328,1392066,6.14,3,S9,A9,D21A9,D21A9,10475.96,14583224670,10.16
A1,K11,S1,21,12,3865,Bacteria,3957896,791579,5.9,1,S1,B1,D21B1,D21B1,27022.57,21390497702,10.33
A1,K12,S1,21,12,3865,Bacteria,3744622,748924,5.87,2,S1,B1,D21B1,D21B1,27022.57,20237850045,10.31
A1,L11,S1,21,12,3865,Bacteria,3807759,761552,5.88,3,S1,B1,D21B1,D21B1,27022.57,20579091039,10.31
A1,L12,S1,21,12,3865,Bacteria,3715705,743141,5.87,4,S1,B1,D21B1,D21B1,27022.57,20081578532,10.3
B2,A09,S10,21,12,1881,Bacteria,12325749,2465150,6.39,1,S10,B10,D21B10,D21B10,18478.21,45551566739,10.66
B2,A20,S10,21,12,1881,Bacteria,9154456,1830891,6.26,2,S10,B10,D21B10,D21B10,18478.21,33831593850,10.53
B2,B09,S10,21,12,1881,Bacteria,9938613,1987723,6.3,3,S10,B10,D21B10,D21B10,18478.21,36729568948,10.57
B2,C09,S11,21,12,2259,Bacteria,6292307,1258461,6.1,1,S11,B11,D21B11,D21B11,23347.08,29381392054,10.47
B2,C20,S11,21,12,2259,Bacteria,3613437,722687,5.86,2,S11,B11,D21B11,D21B11,23347.08,16872632588,10.23
B2,D09,S11,21,12,2259,Bacteria,4089464,817893,5.91,3,S11,B11,D21B11,D21B11,23347.08,19095414869,10.28
B2,E09,S12,21,12,2407,Bacteria,6092735,1218547,6.09,1,S12,B12,D21B12,D21B12,28082.63,34220007705,10.53
B2,E20,S12,21,12,2407,Bacteria,6457628,1291526,6.11,2,S12,B12,D21B12,D21B12,28082.63,36269450150,10.56
B2,F09,S12,21,12,2407,Bacteria,3818006,763601,5.88,3,S12,B12,D21B12,D21B12,28082.63,21443926335,10.33
B2,G09,S13,21,12,2408,Bacteria,6682595,1336519,6.13,1,S13,B13,D21B13,D21B13,10943.28,14625904916,10.17
B2,G20,S13,21,12,2408,Bacteria,4303080,860616,5.93,2,S13,B13,D21B13,D21B13,10943.28,9417963968,9.97
B2,H09,S13,21,12,2408,Bacteria,8822095,1764419,6.25,3,S13,B13,D21B13,D21B13,10943.28,19308535476,10.29
B2,I09,S14,21,12,2411,Bacteria,10594642,2118928,6.33,1,S14,B14,D21B14,D21B14,8804.89,18656928634,10.27
B2,I20,S14,21,12,2411,Bacteria,2563633,512727,5.71,2,S14,B14,D21B14,D21B14,8804.89,4514504999,9.65
B2,J09,S14,21,12,2411,Bacteria,7826490,1565298,6.19,3,S14,B14,D21B14,D21B14,8804.89,13782277206,10.14
B2,K09,S15,21,12,2417,Bacteria,8247316,1649463,6.22,1,S15,B15,D21B15,D21B15,8874.04,14637400881,10.17
B2,K20,S15,21,12,2417,Bacteria,3192805,638561,5.81,2,S15,B15,D21B15,D21B15,8874.04,5666615950,9.75
B2,L09,S15,21,12,2417,Bacteria,8172400,1634480,6.21,3,S15,B15,D21B15,D21B15,8874.04,14504441138,10.16
B2,M09,S16,21,12,4254,Bacteria,3045971,609194,5.78,1,S16,B16,D21B16,D21B16,19940.69,12147749474,10.08
B2,M20,S16,21,12,4254,Bacteria,4263062,852612,5.93,2,S16,B16,D21B16,D21B16,19940.69,17001672661,10.23
B2,N09,S16,21,12,4254,Bacteria,6738954,1347791,6.13,3,S16,B16,D21B16,D21B16,19940.69,26875884220,10.43
B2,O09,S17,21,12,2665,Bacteria,6223554,1244711,6.1,1,S17,B17,D21B17,D21B17,22948.06,28563699811,10.46
B2,O20,S17,21,12,2665,Bacteria,6972223,1394445,6.14,2,S17,B17,D21B17,D21B17,22948.06,31999804279,10.51
B2,P09,S17,21,12,2665,Bacteria,6445274,1289055,6.11,3,S17,B17,D21B17,D21B17,22948.06,29581308481,10.47
B2,A10,S18,21,12,6127,Bacteria,4012747,802549,5.9,1,S18,B18,D21B18,D21B18,12980.5,10417485758,10.02
B2,B10,S18,21,12,6127,Bacteria,4232786,846557,5.93,2,S18,B18,D21B18,D21B18,12980.5,10988731518,10.04
B2,B20,S18,21,12,6127,Bacteria,4634395,926879,5.97,3,S18,B18,D21B18,D21B18,12980.5,12031351085,10.08
B2,C10,S19,21,12,6135,Bacteria,4111298,822260,5.92,1,S19,B19,D21B19,D21B19,13806.13,11352230653,10.06
B2,D10,S19,21,12,6135,Bacteria,5888254,1177651,6.07,2,S19,B19,D21B19,D21B19,13806.13,16258805951,10.21
B2,D20,S19,21,12,6135,Bacteria,4092915,818583,5.91,3,S19,B19,D21B19,D21B19,13806.13,11301465503,10.05
A1,M11,S2,21,12,4779,Bacteria,3984628,796926,5.9,1,S2,B2,D21B2,D21B2,20104.9,16022120961,10.2
A1,M12,S2,21,12,4779,Bacteria,2691154,538231,5.73,2,S2,B2,D21B2,D21B2,20104.9,10821082744,10.03
A1,N11,S2,21,12,4779,Bacteria,3918904,783781,5.89,3,S2,B2,D21B2,D21B2,20104.9,15757841994,10.2
A1,N12,S2,21,12,4779,Bacteria,3779135,755827,5.88,4,S2,B2,D21B2,D21B2,20104.9,15195829499,10.18
B2,E10,S20,21,12,6177,Bacteria,6038341,1207668,6.08,1,S20,B20,D21B20,D21B20,18629.85,22498671071,10.35
B2,F10,S20,21,12,6177,Bacteria,5763161,1152632,6.06,2,S20,B20,D21B20,D21B20,18629.85,21473358766,10.33
B2,F20,S20,21,12,6177,Bacteria,8758330,1751666,6.24,3,S20,B20,D21B20,D21B20,18629.85,32633271032,10.51
A1,O11,S3,21,12,2318,Bacteria,5424206,1084841,6.04,1,S3,B3,D21B3,D21B3,19872.44,21558438481,10.33
A1,O12,S3,21,12,2318,Bacteria,8584804,1716961,6.23,2,S3,B3,D21B3,D21B3,19872.44,34120205720,10.53
A1,P11,S3,21,12,2318,Bacteria,5908405,1181681,6.07,3,S3,B3,D21B3,D21B3,19872.44,23482885642,10.37
A1,P12,S3,21,12,2318,Bacteria,5796648,1159330,6.06,4,S3,B3,D21B3,D21B3,19872.44,23038716719,10.36
A1,A13,S4,21,12,3919,Bacteria,3213979,642796,5.81,1,S4,B4,D21B4,D21B4,33835.51,21749327620,10.34
A1,A14,S4,21,12,3919,Bacteria,3432049,686410,5.84,2,S4,B4,D21B4,D21B4,33835.51,23225029358,10.37
A1,B13,S4,21,12,3919,Bacteria,2947712,589542,5.77,3,S4,B4,D21B4,D21B4,33835.51,19947451607,10.3
A1,B14,S4,21,12,3919,Bacteria,2855175,571035,5.76,4,S4,B4,D21B4,D21B4,33835.51,19321257906,10.29
A1,C13,S5,21,12,2512,Bacteria,4009271,801854,5.9,1,S5,B5,D21B5,D21B5,30601.92,24538272041,10.39
A1,C14,S5,21,12,2512,Bacteria,4059122,811824,5.91,2,S5,B5,D21B5,D21B5,30601.92,24843373184,10.4
A1,D13,S5,21,12,2512,Bacteria,3469796,693959,5.84,3,S5,B5,D21B5,D21B5,30601.92,21236477872,10.33
A1,D14,S5,21,12,2512,Bacteria,3498301,699660,5.84,4,S5,B5,D21B5,D21B5,30601.92,21410939418,10.33
B2,I08,S6,21,12,116,Bacteria,3751972,750394,5.88,1,S6,B6,D21B6,D21B6,20575.79,15439949984,10.19
B2,J08,S6,21,12,116,Bacteria,3419507,683901,5.83,2,S6,B6,D21B6,D21B6,20575.79,14071803925,10.15
B2,J19,S6,21,12,116,Bacteria,1594665,318933,5.5,3,S6,B6,D21B6,D21B6,20575.79,6562298697,9.82
B2,K08,S7,21,12,124,Bacteria,6953074,1390615,6.14,1,S7,B7,D21B7,D21B7,8344.99,11604667152,10.06
B2,L08,S7,21,12,124,Bacteria,4252908,850582,5.93,2,S7,B7,D21B7,D21B7,8344.99,7098097601,9.85
B2,L19,S7,21,12,124,Bacteria,4189340,837868,5.92,3,S7,B7,D21B7,D21B7,8344.99,6991999408,9.84
B2,M08,S8,21,12,353,Bacteria,7611123,1522225,6.18,1,S8,B8,D21B8,D21B8,7572.13,11526489827,10.06
B2,N08,S8,21,12,353,Bacteria,4375401,875080,5.94,2,S8,B8,D21B8,D21B8,7572.13,6626221957,9.82
B2,N19,S8,21,12,353,Bacteria,4066305,813261,5.91,3,S8,B8,D21B8,D21B8,7572.13,6158120280,9.79
B2,O08,S9,21,12,6023,Bacteria,5409373,1081875,6.03,1,S9,B9,D21B9,D21B9,9543.42,10324787632,10.01
B2,P08,S9,21,12,6023,Bacteria,5014666,1002933,6,2,S9,B9,D21B9,D21B9,9543.42,9571410961,9.98
B2,P19,S9,21,12,6023,Bacteria,3801425,760285,5.88,3,S9,B9,D21B9,D21B9,9543.42,7255719158,9.86
A1,E13,S1,28,20,3865,Bacteria,2921848,584370,5.77,1,S1,A1,D28A1,D28A1,25559.66,14936298205,10.17
A1,E14,S1,28,20,3865,Bacteria,4048410,809682,5.91,2,S1,A1,D28A1,D28A1,25559.66,20695196199,10.32
A1,F13,S1,28,20,3865,Bacteria,4714291,942858,5.97,3,S1,A1,D28A1,D28A1,25559.66,24099129409,10.38
A1,F14,S1,28,20,3865,Bacteria,3221814,644363,5.81,4,S1,A1,D28A1,D28A1,25559.66,16469698855,10.22
A2,O10,S10,28,20,1881,Bacteria,8,2,0.23,1,S10,A10,D28A10,D28A10,14183.35,28366.70016,4.45
A2,P10,S10,28,20,1881,Bacteria,8569063,1713813,6.23,2,S10,A10,D28A10,D28A10,14183.35,24307609749,10.39
A2,P20,S10,28,20,1881,Bacteria,5369558,1073912,6.03,3,S10,A10,D28A10,D28A10,14183.35,15231669850,10.18
A2,A11,S11,28,20,2259,Bacteria,16900042,3380008,6.53,1,S11,A11,D28A11,D28A11,4478.57,15137611950,10.18
A2,A21,S11,28,20,2259,Bacteria,18715879,3743176,6.57,2,S11,A11,D28A11,D28A11,4478.57,16764086283,10.22
A2,B11,S11,28,20,2259,Bacteria,23710792,4742158,6.68,3,S11,A11,D28A11,D28A11,4478.57,21238099913,10.33
A2,C11,S12,28,20,2407,Bacteria,18961060,3792212,6.58,1,S12,A12,D28A12,D28A12,5251.62,19915254318,10.3
A2,C21,S12,28,20,2407,Bacteria,30583726,6116745,6.79,2,S12,A12,D28A12,D28A12,5251.62,32122817045,10.51
A2,D11,S12,28,20,2407,Bacteria,33611456,6722291,6.83,3,S12,A12,D28A12,D28A12,5251.62,35302914200,10.55
A2,E11,S13,28,20,2408,Bacteria,7735795,1547159,6.19,1,S13,A13,D28A13,D28A13,11178.21,17294466531,10.24
A2,E21,S13,28,20,2408,Bacteria,7778222,1555644,6.19,2,S13,A13,D28A13,D28A13,11178.21,17389313634,10.24
A2,F11,S13,28,20,2408,Bacteria,8938012,1787602,6.25,3,S13,A13,D28A13,D28A13,11178.21,19982188618,10.3
A2,G11,S14,28,20,2411,Bacteria,7011780,1402356,6.15,1,S14,A14,D28A14,D28A14,7438.82,10431872391,10.02
A2,G21,S14,28,20,2411,Bacteria,24966580,4993316,6.7,2,S14,A14,D28A14,D28A14,7438.82,37144373697,10.57
A2,H11,S14,28,20,2411,Bacteria,4443137,888627,5.95,3,S14,A14,D28A14,D28A14,7438.82,6610335369,9.82
A2,I11,S15,28,20,2417,Bacteria,6455306,1291061,6.11,1,S15,A15,D28A15,D28A15,7448.67,9616688370,9.98
A2,I21,S15,28,20,2417,Bacteria,14930484,2986097,6.48,2,S15,A15,D28A15,D28A15,7448.67,22242453526,10.35
A2,J11,S15,28,20,2417,Bacteria,6947516,1389503,6.14,3,S15,A15,D28A15,D28A15,7448.67,10349950421,10.01
A2,K11,S16,28,20,4254,Bacteria,2396838,479368,5.68,1,S16,A16,D28A16,D28A16,19391.33,9295583157,9.97
A2,K21,S16,28,20,4254,Bacteria,3787337,757467,5.88,2,S16,A16,D28A16,D28A16,19391.33,14688292683,10.17
A2,L11,S16,28,20,4254,Bacteria,6450520,1290104,6.11,3,S16,A16,D28A16,D28A16,19391.33,25016832606,10.4
A2,M11,S17,28,20,2665,Bacteria,4671141,934228,5.97,1,S17,A17,D28A17,D28A17,34503.04,32233703928,10.51
A2,M21,S17,28,20,2665,Bacteria,3923389,784678,5.89,2,S17,A17,D28A17,D28A17,34503.04,27073774636,10.43
A2,N11,S17,28,20,2665,Bacteria,3080318,616064,5.79,3,S17,A17,D28A17,D28A17,34503.04,21256079433,10.33
A2,O11,S18,28,20,6127,Bacteria,6012094,1202419,6.08,1,S18,A18,D28A18,D28A18,11375.64,13678281235,10.14
A2,O21,S18,28,20,6127,Bacteria,2947949,589590,5.77,2,S18,A18,D28A18,D28A18,11375.64,6706961411,9.83
A2,P11,S18,28,20,6127,Bacteria,5484170,1096834,6.04,3,S18,A18,D28A18,D28A18,11375.64,12477184675,10.1
A2,A12,S19,28,20,6135,Bacteria,6101457,1220291,6.09,1,S19,A19,D28A19,D28A19,13739.63,16766352744,10.22
A2,B12,S19,28,20,6135,Bacteria,5682009,1136402,6.06,2,S19,A19,D28A19,D28A19,13739.63,15613748516,10.19
A2,B21,S19,28,20,6135,Bacteria,2,0,6.07,3,S19,A19,D28A19,D28A19,13739.63,16190050630,10.21
A1,G13,S2,28,20,4779,Bacteria,4920697,984139,5.99,1,S2,A2,D28A2,D28A2,14843.11,14607679302,10.16
A1,G14,S2,28,20,4779,Bacteria,5308670,1061734,6.03,2,S2,A2,D28A2,D28A2,14843.11,15759430097,10.2
A1,H13,S2,28,20,4779,Bacteria,4519580,903916,5.96,3,S2,A2,D28A2,D28A2,14843.11,13416920825,10.13
A1,H14,S2,28,20,4779,Bacteria,4415070,883014,5.95,4,S2,A2,D28A2,D28A2,14843.11,13106670228,10.12
A2,C12,S20,28,20,6177,Bacteria,3521462,704292,5.85,1,S20,A20,D28A20,D28A20,16804.16,11835032179,10.07
A2,D12,S20,28,20,6177,Bacteria,3633732,726746,5.86,2,S20,A20,D28A20,D28A20,16804.16,12212352683,10.09
A2,D21,S20,28,20,6177,Bacteria,9377192,1875438,6.27,3,S20,A20,D28A20,D28A20,16804.16,31515151499,10.5
A1,I13,S3,28,20,2318,Bacteria,5245254,1049051,6.02,1,S3,A3,D28A3,D28A3,17886.26,18763601425,10.27
A1,I14,S3,28,20,2318,Bacteria,5414825,1082965,6.03,2,S3,A3,D28A3,D28A3,17886.26,19370196127,10.29
A1,J13,S3,28,20,2318,Bacteria,4914105,982821,5.99,3,S3,A3,D28A3,D28A3,17886.26,17578994268,10.24
A1,J14,S3,28,20,2318,Bacteria,4637092,927418,5.97,4,S3,A3,D28A3,D28A3,17886.26,16588041674,10.22
A1,K13,S4,28,20,3919,Bacteria,2769812,553962,5.74,1,S4,A4,D28A4,D28A4,30735.05,17026049613,10.23
A1,K14,S4,28,20,3919,Bacteria,2956580,591316,5.77,2,S4,A4,D28A4,D28A4,30735.05,18174126660,10.26
A1,L13,S4,28,20,3919,Bacteria,2644476,528895,5.72,3,S4,A4,D28A4,D28A4,30735.05,16255614122,10.21
A1,L14,S4,28,20,3919,Bacteria,2739327,547865,5.74,4,S4,A4,D28A4,D28A4,30735.05,16838658015,10.23
A1,M13,S5,28,20,2512,Bacteria,2664590,532918,5.73,1,S5,A5,D28A5,D28A5,29477.42,15709047743,10.2
A1,M14,S5,28,20,2512,Bacteria,3258512,651702,5.81,2,S5,A5,D28A5,D28A5,29477.42,19210493607,10.28
A1,N13,S5,28,20,2512,Bacteria,2821828,564366,5.75,3,S5,A5,D28A5,D28A5,29477.42,16636053649,10.22
A1,N14,S5,28,20,2512,Bacteria,3149298,629860,5.8,4,S5,A5,D28A5,D28A5,29477.42,18566647798,10.27
A2,G10,S6,28,20,116,Bacteria,9,2,0.25,1,S6,A6,D28A6,D28A6,22690.7,45381.4094,4.66
A2,H10,S6,28,20,116,Bacteria,6974826,1394965,6.14,2,S6,A6,D28A6,D28A6,22690.7,31652738881,10.5
A2,H20,S6,28,20,116,Bacteria,10071879,2014376,6.3,3,S6,A6,D28A6,D28A6,22690.7,45707610970,10.66
A2,I10,S7,28,20,124,Bacteria,3,1,6.22,1,S7,A7,D28A7,D28A7,8807.06,8807.059631,3.94
A2,J10,S7,28,20,124,Bacteria,2781988,556398,5.75,2,S7,A7,D28A7,D28A7,8807.06,4900230364,9.69
A2,J20,S7,28,20,124,Bacteria,6043549,1208710,6.08,3,S7,A7,D28A7,D28A7,8807.06,10645181046,10.03
A2,K10,S8,28,20,353,Bacteria,10,2,0.29,1,S8,A8,D28A8,D28A8,7850.49,15700.98796,4.2
A2,L10,S8,28,20,353,Bacteria,5118641,1023728,6.01,2,S8,A8,D28A8,D28A8,7850.49,8036770502,9.91
A2,L20,S8,28,20,353,Bacteria,13317092,2663418,6.43,3,S8,A8,D28A8,D28A8,7850.49,20909146977,10.32
A2,M10,S9,28,20,6023,Bacteria,28,6,0.75,1,S9,A9,D28A9,D28A9,9996.42,59978.53856,4.78
A2,N10,S9,28,20,6023,Bacteria,6967875,1393575,6.14,2,S9,A9,D28A9,D28A9,9996.42,13930765312,10.14
A2,N20,S9,28,20,6023,Bacteria,5813988,1162798,6.07,3,S9,A9,D28A9,D28A9,9996.42,11623820780,10.07
A1,O13,S1,28,12,3865,Bacteria,3983800,796760,5.9,1,S1,B1,D28B1,D28B1,25387.57,20227799440,10.31
A1,O14,S1,28,12,3865,Bacteria,3869512,773902,5.89,2,S1,B1,D28B1,D28B1,25387.57,19647490389,10.29
A1,P13,S1,28,12,3865,Bacteria,3696714,739343,5.87,3,S1,B1,D28B1,D28B1,25387.57,18770121393,10.27
A1,P14,S1,28,12,3865,Bacteria,4615839,923168,5.97,4,S1,B1,D28B1,D28B1,25387.57,23436991256,10.37
